id;day_date;full_date;day_number;day_name;day_name_short;is_week_day;month_number;month_name;month_name_short;trimester_number;trimester_name;semester_number;semester_name;year
20061103;03/11/2006;sexta-feira, 3 de novembro de 2006;3;sexta-feira;sex;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061104;04/11/2006;sábado, 4 de novembro de 2006;4;sábado;sab;não;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061105;05/11/2006;domingo, 5 de novembro de 2006;5;domingo;dom;não;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061106;06/11/2006;segunda-feira, 6 de novembro de 2006;6;segunda-feira;seg;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061107;07/11/2006;terça-feira, 7 de novembro de 2006;7;terça-feira;ter;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061108;08/11/2006;quarta-feira, 8 de novembro de 2006;8;quarta-feira;qua;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061109;09/11/2006;quinta-feira, 9 de novembro de 2006;9;quinta-feira;qui;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061110;10/11/2006;sexta-feira, 10 de novembro de 2006;10;sexta-feira;sex;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061111;11/11/2006;sábado, 11 de novembro de 2006;11;sábado;sab;não;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061112;12/11/2006;domingo, 12 de novembro de 2006;12;domingo;dom;não;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061113;13/11/2006;segunda-feira, 13 de novembro de 2006;13;segunda-feira;seg;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061114;14/11/2006;terça-feira, 14 de novembro de 2006;14;terça-feira;ter;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061115;15/11/2006;quarta-feira, 15 de novembro de 2006;15;quarta-feira;qua;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061116;16/11/2006;quinta-feira, 16 de novembro de 2006;16;quinta-feira;qui;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061117;17/11/2006;sexta-feira, 17 de novembro de 2006;17;sexta-feira;sex;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061118;18/11/2006;sábado, 18 de novembro de 2006;18;sábado;sab;não;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061119;19/11/2006;domingo, 19 de novembro de 2006;19;domingo;dom;não;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061120;20/11/2006;segunda-feira, 20 de novembro de 2006;20;segunda-feira;seg;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061121;21/11/2006;terça-feira, 21 de novembro de 2006;21;terça-feira;ter;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061122;22/11/2006;quarta-feira, 22 de novembro de 2006;22;quarta-feira;qua;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061123;23/11/2006;quinta-feira, 23 de novembro de 2006;23;quinta-feira;qui;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061124;24/11/2006;sexta-feira, 24 de novembro de 2006;24;sexta-feira;sex;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061125;25/11/2006;sábado, 25 de novembro de 2006;25;sábado;sab;não;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061126;26/11/2006;domingo, 26 de novembro de 2006;26;domingo;dom;não;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061127;27/11/2006;segunda-feira, 27 de novembro de 2006;27;segunda-feira;seg;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061128;28/11/2006;terça-feira, 28 de novembro de 2006;28;terça-feira;ter;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061129;29/11/2006;quarta-feira, 29 de novembro de 2006;29;quarta-feira;qua;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061130;30/11/2006;quinta-feira, 30 de novembro de 2006;30;quinta-feira;qui;sim;11;novembro;nov;4;4º Trimestre;2;2º Semestre;2006
20061201;01/12/2006;sexta-feira, 1 de dezembro de 2006;1;sexta-feira;sex;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061202;02/12/2006;sábado, 2 de dezembro de 2006;2;sábado;sab;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061203;03/12/2006;domingo, 3 de dezembro de 2006;3;domingo;dom;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061204;04/12/2006;segunda-feira, 4 de dezembro de 2006;4;segunda-feira;seg;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061205;05/12/2006;terça-feira, 5 de dezembro de 2006;5;terça-feira;ter;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061206;06/12/2006;quarta-feira, 6 de dezembro de 2006;6;quarta-feira;qua;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061207;07/12/2006;quinta-feira, 7 de dezembro de 2006;7;quinta-feira;qui;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061208;08/12/2006;sexta-feira, 8 de dezembro de 2006;8;sexta-feira;sex;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061209;09/12/2006;sábado, 9 de dezembro de 2006;9;sábado;sab;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061210;10/12/2006;domingo, 10 de dezembro de 2006;10;domingo;dom;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061211;11/12/2006;segunda-feira, 11 de dezembro de 2006;11;segunda-feira;seg;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061212;12/12/2006;terça-feira, 12 de dezembro de 2006;12;terça-feira;ter;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061213;13/12/2006;quarta-feira, 13 de dezembro de 2006;13;quarta-feira;qua;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061214;14/12/2006;quinta-feira, 14 de dezembro de 2006;14;quinta-feira;qui;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061215;15/12/2006;sexta-feira, 15 de dezembro de 2006;15;sexta-feira;sex;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061216;16/12/2006;sábado, 16 de dezembro de 2006;16;sábado;sab;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061217;17/12/2006;domingo, 17 de dezembro de 2006;17;domingo;dom;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061218;18/12/2006;segunda-feira, 18 de dezembro de 2006;18;segunda-feira;seg;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061219;19/12/2006;terça-feira, 19 de dezembro de 2006;19;terça-feira;ter;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061220;20/12/2006;quarta-feira, 20 de dezembro de 2006;20;quarta-feira;qua;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061221;21/12/2006;quinta-feira, 21 de dezembro de 2006;21;quinta-feira;qui;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061222;22/12/2006;sexta-feira, 22 de dezembro de 2006;22;sexta-feira;sex;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061223;23/12/2006;sábado, 23 de dezembro de 2006;23;sábado;sab;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061224;24/12/2006;domingo, 24 de dezembro de 2006;24;domingo;dom;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061225;25/12/2006;segunda-feira, 25 de dezembro de 2006;25;segunda-feira;seg;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061226;26/12/2006;terça-feira, 26 de dezembro de 2006;26;terça-feira;ter;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061227;27/12/2006;quarta-feira, 27 de dezembro de 2006;27;quarta-feira;qua;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061228;28/12/2006;quinta-feira, 28 de dezembro de 2006;28;quinta-feira;qui;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061229;29/12/2006;sexta-feira, 29 de dezembro de 2006;29;sexta-feira;sex;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061230;30/12/2006;sábado, 30 de dezembro de 2006;30;sábado;sab;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20061231;31/12/2006;domingo, 31 de dezembro de 2006;31;domingo;dom;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;2006
20070101;01/01/2007;segunda-feira, 1 de janeiro de 2007;1;segunda-feira;seg;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070102;02/01/2007;terça-feira, 2 de janeiro de 2007;2;terça-feira;ter;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070103;03/01/2007;quarta-feira, 3 de janeiro de 2007;3;quarta-feira;qua;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070104;04/01/2007;quinta-feira, 4 de janeiro de 2007;4;quinta-feira;qui;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070105;05/01/2007;sexta-feira, 5 de janeiro de 2007;5;sexta-feira;sex;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070106;06/01/2007;sábado, 6 de janeiro de 2007;6;sábado;sab;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070107;07/01/2007;domingo, 7 de janeiro de 2007;7;domingo;dom;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070108;08/01/2007;segunda-feira, 8 de janeiro de 2007;8;segunda-feira;seg;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070109;09/01/2007;terça-feira, 9 de janeiro de 2007;9;terça-feira;ter;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070110;10/01/2007;quarta-feira, 10 de janeiro de 2007;10;quarta-feira;qua;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070111;11/01/2007;quinta-feira, 11 de janeiro de 2007;11;quinta-feira;qui;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070112;12/01/2007;sexta-feira, 12 de janeiro de 2007;12;sexta-feira;sex;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070113;13/01/2007;sábado, 13 de janeiro de 2007;13;sábado;sab;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070114;14/01/2007;domingo, 14 de janeiro de 2007;14;domingo;dom;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070115;15/01/2007;segunda-feira, 15 de janeiro de 2007;15;segunda-feira;seg;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070116;16/01/2007;terça-feira, 16 de janeiro de 2007;16;terça-feira;ter;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070117;17/01/2007;quarta-feira, 17 de janeiro de 2007;17;quarta-feira;qua;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070118;18/01/2007;quinta-feira, 18 de janeiro de 2007;18;quinta-feira;qui;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070119;19/01/2007;sexta-feira, 19 de janeiro de 2007;19;sexta-feira;sex;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070120;20/01/2007;sábado, 20 de janeiro de 2007;20;sábado;sab;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070121;21/01/2007;domingo, 21 de janeiro de 2007;21;domingo;dom;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070122;22/01/2007;segunda-feira, 22 de janeiro de 2007;22;segunda-feira;seg;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070123;23/01/2007;terça-feira, 23 de janeiro de 2007;23;terça-feira;ter;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070124;24/01/2007;quarta-feira, 24 de janeiro de 2007;24;quarta-feira;qua;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070125;25/01/2007;quinta-feira, 25 de janeiro de 2007;25;quinta-feira;qui;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070126;26/01/2007;sexta-feira, 26 de janeiro de 2007;26;sexta-feira;sex;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070127;27/01/2007;sábado, 27 de janeiro de 2007;27;sábado;sab;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070128;28/01/2007;domingo, 28 de janeiro de 2007;28;domingo;dom;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070129;29/01/2007;segunda-feira, 29 de janeiro de 2007;29;segunda-feira;seg;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070130;30/01/2007;terça-feira, 30 de janeiro de 2007;30;terça-feira;ter;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070131;31/01/2007;quarta-feira, 31 de janeiro de 2007;31;quarta-feira;qua;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;2007
20070201;01/02/2007;quinta-feira, 1 de fevereiro de 2007;1;quinta-feira;qui;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070202;02/02/2007;sexta-feira, 2 de fevereiro de 2007;2;sexta-feira;sex;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070203;03/02/2007;sábado, 3 de fevereiro de 2007;3;sábado;sab;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070204;04/02/2007;domingo, 4 de fevereiro de 2007;4;domingo;dom;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070205;05/02/2007;segunda-feira, 5 de fevereiro de 2007;5;segunda-feira;seg;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070206;06/02/2007;terça-feira, 6 de fevereiro de 2007;6;terça-feira;ter;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070207;07/02/2007;quarta-feira, 7 de fevereiro de 2007;7;quarta-feira;qua;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070208;08/02/2007;quinta-feira, 8 de fevereiro de 2007;8;quinta-feira;qui;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070209;09/02/2007;sexta-feira, 9 de fevereiro de 2007;9;sexta-feira;sex;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070210;10/02/2007;sábado, 10 de fevereiro de 2007;10;sábado;sab;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070211;11/02/2007;domingo, 11 de fevereiro de 2007;11;domingo;dom;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070212;12/02/2007;segunda-feira, 12 de fevereiro de 2007;12;segunda-feira;seg;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070213;13/02/2007;terça-feira, 13 de fevereiro de 2007;13;terça-feira;ter;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070214;14/02/2007;quarta-feira, 14 de fevereiro de 2007;14;quarta-feira;qua;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070215;15/02/2007;quinta-feira, 15 de fevereiro de 2007;15;quinta-feira;qui;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070216;16/02/2007;sexta-feira, 16 de fevereiro de 2007;16;sexta-feira;sex;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070217;17/02/2007;sábado, 17 de fevereiro de 2007;17;sábado;sab;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070218;18/02/2007;domingo, 18 de fevereiro de 2007;18;domingo;dom;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070219;19/02/2007;segunda-feira, 19 de fevereiro de 2007;19;segunda-feira;seg;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070220;20/02/2007;terça-feira, 20 de fevereiro de 2007;20;terça-feira;ter;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070221;21/02/2007;quarta-feira, 21 de fevereiro de 2007;21;quarta-feira;qua;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070222;22/02/2007;quinta-feira, 22 de fevereiro de 2007;22;quinta-feira;qui;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070223;23/02/2007;sexta-feira, 23 de fevereiro de 2007;23;sexta-feira;sex;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070224;24/02/2007;sábado, 24 de fevereiro de 2007;24;sábado;sab;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070225;25/02/2007;domingo, 25 de fevereiro de 2007;25;domingo;dom;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070226;26/02/2007;segunda-feira, 26 de fevereiro de 2007;26;segunda-feira;seg;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070227;27/02/2007;terça-feira, 27 de fevereiro de 2007;27;terça-feira;ter;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070228;28/02/2007;quarta-feira, 28 de fevereiro de 2007;28;quarta-feira;qua;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;2007
20070301;01/03/2007;quinta-feira, 1 de março de 2007;1;quinta-feira;qui;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070302;02/03/2007;sexta-feira, 2 de março de 2007;2;sexta-feira;sex;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070303;03/03/2007;sábado, 3 de março de 2007;3;sábado;sab;não;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070304;04/03/2007;domingo, 4 de março de 2007;4;domingo;dom;não;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070305;05/03/2007;segunda-feira, 5 de março de 2007;5;segunda-feira;seg;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070306;06/03/2007;terça-feira, 6 de março de 2007;6;terça-feira;ter;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070307;07/03/2007;quarta-feira, 7 de março de 2007;7;quarta-feira;qua;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070308;08/03/2007;quinta-feira, 8 de março de 2007;8;quinta-feira;qui;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070309;09/03/2007;sexta-feira, 9 de março de 2007;9;sexta-feira;sex;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070310;10/03/2007;sábado, 10 de março de 2007;10;sábado;sab;não;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070311;11/03/2007;domingo, 11 de março de 2007;11;domingo;dom;não;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070312;12/03/2007;segunda-feira, 12 de março de 2007;12;segunda-feira;seg;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070313;13/03/2007;terça-feira, 13 de março de 2007;13;terça-feira;ter;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070314;14/03/2007;quarta-feira, 14 de março de 2007;14;quarta-feira;qua;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070315;15/03/2007;quinta-feira, 15 de março de 2007;15;quinta-feira;qui;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070316;16/03/2007;sexta-feira, 16 de março de 2007;16;sexta-feira;sex;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070317;17/03/2007;sábado, 17 de março de 2007;17;sábado;sab;não;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070318;18/03/2007;domingo, 18 de março de 2007;18;domingo;dom;não;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070319;19/03/2007;segunda-feira, 19 de março de 2007;19;segunda-feira;seg;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070320;20/03/2007;terça-feira, 20 de março de 2007;20;terça-feira;ter;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070321;21/03/2007;quarta-feira, 21 de março de 2007;21;quarta-feira;qua;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070322;22/03/2007;quinta-feira, 22 de março de 2007;22;quinta-feira;qui;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070323;23/03/2007;sexta-feira, 23 de março de 2007;23;sexta-feira;sex;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070324;24/03/2007;sábado, 24 de março de 2007;24;sábado;sab;não;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070325;25/03/2007;domingo, 25 de março de 2007;25;domingo;dom;não;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070326;26/03/2007;segunda-feira, 26 de março de 2007;26;segunda-feira;seg;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070327;27/03/2007;terça-feira, 27 de março de 2007;27;terça-feira;ter;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070328;28/03/2007;quarta-feira, 28 de março de 2007;28;quarta-feira;qua;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070329;29/03/2007;quinta-feira, 29 de março de 2007;29;quinta-feira;qui;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070330;30/03/2007;sexta-feira, 30 de março de 2007;30;sexta-feira;sex;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070331;31/03/2007;sábado, 31 de março de 2007;31;sábado;sab;não;3;março;mar;1;1º Trimestre;1;1º Semestre;2007
20070401;01/04/2007;domingo, 1 de abril de 2007;1;domingo;dom;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070402;02/04/2007;segunda-feira, 2 de abril de 2007;2;segunda-feira;seg;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070403;03/04/2007;terça-feira, 3 de abril de 2007;3;terça-feira;ter;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070404;04/04/2007;quarta-feira, 4 de abril de 2007;4;quarta-feira;qua;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070405;05/04/2007;quinta-feira, 5 de abril de 2007;5;quinta-feira;qui;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070406;06/04/2007;sexta-feira, 6 de abril de 2007;6;sexta-feira;sex;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070407;07/04/2007;sábado, 7 de abril de 2007;7;sábado;sab;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070408;08/04/2007;domingo, 8 de abril de 2007;8;domingo;dom;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070409;09/04/2007;segunda-feira, 9 de abril de 2007;9;segunda-feira;seg;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070410;10/04/2007;terça-feira, 10 de abril de 2007;10;terça-feira;ter;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070411;11/04/2007;quarta-feira, 11 de abril de 2007;11;quarta-feira;qua;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070412;12/04/2007;quinta-feira, 12 de abril de 2007;12;quinta-feira;qui;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070413;13/04/2007;sexta-feira, 13 de abril de 2007;13;sexta-feira;sex;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070414;14/04/2007;sábado, 14 de abril de 2007;14;sábado;sab;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070415;15/04/2007;domingo, 15 de abril de 2007;15;domingo;dom;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070416;16/04/2007;segunda-feira, 16 de abril de 2007;16;segunda-feira;seg;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070417;17/04/2007;terça-feira, 17 de abril de 2007;17;terça-feira;ter;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070418;18/04/2007;quarta-feira, 18 de abril de 2007;18;quarta-feira;qua;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070419;19/04/2007;quinta-feira, 19 de abril de 2007;19;quinta-feira;qui;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070420;20/04/2007;sexta-feira, 20 de abril de 2007;20;sexta-feira;sex;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070421;21/04/2007;sábado, 21 de abril de 2007;21;sábado;sab;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070422;22/04/2007;domingo, 22 de abril de 2007;22;domingo;dom;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070423;23/04/2007;segunda-feira, 23 de abril de 2007;23;segunda-feira;seg;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070424;24/04/2007;terça-feira, 24 de abril de 2007;24;terça-feira;ter;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070425;25/04/2007;quarta-feira, 25 de abril de 2007;25;quarta-feira;qua;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070426;26/04/2007;quinta-feira, 26 de abril de 2007;26;quinta-feira;qui;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070427;27/04/2007;sexta-feira, 27 de abril de 2007;27;sexta-feira;sex;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070428;28/04/2007;sábado, 28 de abril de 2007;28;sábado;sab;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070429;29/04/2007;domingo, 29 de abril de 2007;29;domingo;dom;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070430;30/04/2007;segunda-feira, 30 de abril de 2007;30;segunda-feira;seg;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;2007
20070501;01/05/2007;terça-feira, 1 de maio de 2007;1;terça-feira;ter;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;2007
20070502;02/05/2007;quarta-feira, 2 de maio de 2007;2;quarta-feira;qua;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;2007
20070503;03/05/2007;quinta-feira, 3 de maio de 2007;3;quinta-feira;qui;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;2007
20070504;04/05/2007;sexta-feira, 4 de maio de 2007;4;sexta-feira;sex;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;2007
20070505;05/05/2007;sábado, 5 de maio de 2007;5;sábado;sab;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;2007
20070506;06/05/2007;domingo, 6 de maio de 2007;6;domingo;dom;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;2007
20070507;07/05/2007;segunda-feira, 7 de maio de 2007;7;segunda-feira;seg;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;2007
20070508;08/05/2007;terça-feira, 8 de maio de 2007;8;terça-feira;ter;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;2007
20070509;09/05/2007;quarta-feira, 9 de maio de 2007;9;quarta-feira;qua;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;2007
